34.292927	136.002645	0.0046	0.02
35.085723	136.041199	0.0158	0.02
34.710645	136.041895	0.0195	0.02
36.109733	136.048948	0.0204	0.02
34.567032	136.050386	0.0180	0.02
35.466286	136.053666	0.0315	0.02
34.869327	136.054828	0.0173	0.02
35.836841	136.055983	0.0032	0.02
35.318975	136.062827	0.0007	0.02
35.602561	136.105808	0.0214	0.02
34.986384	136.145038	0.0290	0.02
35.094727	136.158232	0.0163	0.02
36.231172	136.172974	0.0197	0.02
34.493872	136.173149	0.0132	0.02
34.742875	136.183451	0.0288	0.02
35.968887	136.184992	0.0135	0.02
35.792782	136.197394	0.0224	0.02
35.557331	136.197946	0.0292	0.02
34.060657	136.198364	0.0299	0.02
35.269441	136.235613	0.0175	0.02
35.420357	136.264746	0.0106	0.02
36.145619	136.278945	0.0240	0.02
34.930734	136.295571	0.0110	0.02
34.648749	136.329759	0.0200	0.02
34.433140	136.334258	0.0241	0.02
35.888217	136.339579	0.0273	0.02
34.208157	136.342932	-0.0087	0.02
36.229563	136.361645	0.0278	0.02
34.297927	136.388492	-0.0009	0.02
36.394456	136.388942	0.0053	0.02
34.854901	136.393260	0.0121	0.02
34.603334	136.431937	0.0050	0.02
35.359731	136.470305	0.0195	0.02
34.420326	136.474457	0.0207	0.02
35.636153	136.488768	0.0427	0.02
34.758998	136.502291	0.0064	0.02
35.104762	136.503757	0.0484	0.02
35.984908	136.504924	0.0405	0.02
34.285071	136.540477	0.0086	0.02
36.537266	136.540675	0.0174	0.02
35.480059	136.545291	0.0168	0.02
35.371709	136.549743	0.0250	0.02
34.547047	136.550657	0.0207	0.02
35.227906	136.593445	0.0218	0.02
36.370069	136.605333	0.0179	0.02
35.632897	136.611394	0.0163	0.02
34.431442	136.628399	0.0197	0.02
36.165289	136.633947	0.0226	0.02
34.913802	136.636501	0.0072	0.02
36.663412	136.649940	0.0149	0.02
35.901414	136.657740	0.0306	0.02
35.488324	136.687282	0.0313	0.02
34.296610	136.693187	0.0285	0.02
35.050911	136.694251	0.0223	0.02
37.156744	136.718760	0.0087	0.02
34.490001	136.728227	0.0186	0.02
35.405134	136.728752	0.0251	0.02
36.817478	136.755651	0.0056	0.02
37.000719	136.772705	0.0053	0.02
35.723488	136.784620	0.0322	0.02
35.300837	136.788824	0.0113	0.02
34.373579	136.801997	0.0258	0.02
36.592090	136.806403	0.0187	0.02
34.253439	136.820614	0.0216	0.02
35.190106	136.828832	0.0207	0.02
34.904385	136.831877	0.0280	0.02
34.465387	136.851128	0.0045	0.02
34.984394	136.862749	0.0183	0.02
35.866941	136.863181	0.0255	0.02
34.823355	136.867642	0.0002	0.02
37.382375	136.889166	0.0079	0.02
35.526072	136.900024	0.0096	0.02
36.261468	136.904270	0.0158	0.02
37.226436	136.908772	0.0338	0.02
37.850496	136.919268	-0.0177	0.02
36.401879	136.920558	0.0219	0.02
35.334760	136.929979	0.0243	0.02
34.740051	136.938480	0.0403	0.02
36.033048	136.952763	0.0164	0.02
35.168421	136.965801	0.0193	0.02
35.757783	136.975302	0.0305	0.02
34.543914	136.981749	0.0158	0.02
