       latitude      longitude observation     resiual  prediction  correction
       34.29293      136.00264    -0.00630    -0.00212    -0.00418     0.01054
       35.08572      136.04120     0.02390     0.02454    -0.00064     0.01054
       34.71065      136.04189    -0.00210     0.00047    -0.00257     0.01054
       36.10973      136.04895     0.01130     0.00497     0.00633     0.01054
       34.56703      136.05039     0.00510     0.00835    -0.00325     0.01054
       35.46629      136.05367    -0.03930    -0.04096     0.00166     0.01054
       34.86933      136.05483    -0.00940    -0.00756    -0.00184     0.01054
       35.83684      136.05598     0.01130     0.00706     0.00424     0.01054
       35.31897      136.06283     0.01430     0.01361     0.00069     0.01054
       35.60256      136.10581    -0.01800    -0.02046     0.00246     0.01054
       34.98638      136.14504     0.00710     0.00862    -0.00152     0.01054
       35.09473      136.15823    -0.01630    -0.01535    -0.00095     0.01054
       36.23117      136.17297    -0.02600    -0.03320     0.00720     0.01054
       34.49387      136.17315    -0.00130     0.00271    -0.00401     0.01054
       34.74287      136.18345     0.03180     0.03471    -0.00291     0.01054
       35.96889      136.18499    -0.01630    -0.02135     0.00505     0.01054
       35.79278      136.19739    -0.02670    -0.03036     0.00366     0.01054
       35.55733      136.19795    -0.02300    -0.02492     0.00192     0.01054
       34.06066      136.19836     0.02150     0.02719    -0.00569     0.01054
       35.26944      136.23561     0.01320     0.01333    -0.00013     0.01054
       35.42036      136.26475    -0.00420    -0.00498     0.00078     0.01054
       36.14562      136.27894    -0.01430    -0.02068     0.00638     0.01054
       34.93073      136.29557    -0.01440    -0.01205    -0.00235     0.01054
       34.64875      136.32976    -0.01290    -0.00898    -0.00392     0.01054
       34.43314      136.33426    -0.01900    -0.01411    -0.00489     0.01054
       35.88822      136.33958     0.00560     0.00148     0.00412     0.01054
       34.20816      136.34293     0.02280     0.02858    -0.00578     0.01054
       36.22956      136.36165    -0.02530    -0.03231     0.00701     0.01054
       34.29793      136.38849    -0.02030    -0.01466    -0.00564     0.01054
       36.39446      136.38894    -0.01540    -0.02389     0.00849     0.01054
       34.85490      136.39326    -0.01040    -0.00726    -0.00314     0.01054
       34.60333      136.43194     0.01330     0.01785    -0.00455     0.01054
       35.35973      136.47031    -0.02950    -0.02920    -0.00030     0.01054
       34.42033      136.47446    -0.00340     0.00214    -0.00554     0.01054
       35.63615      136.48877     0.05130     0.04959     0.00171     0.01054
       34.75900      136.50229    -0.03040    -0.02630    -0.00410     0.01054
       35.10476      136.50376    -0.00800    -0.00587    -0.00213     0.01054
       35.98491      136.50492     0.02310     0.01849     0.00461     0.01054
       34.28507      136.54048     0.03430     0.04066    -0.00636     0.01054
       36.53727      136.54067     0.01590     0.00610     0.00980     0.01054
       35.48006      136.54529     0.02050     0.02019     0.00031     0.01054
       35.37171      136.54974     0.00080     0.00130    -0.00050     0.01054
       34.54705      136.55066     0.01600     0.02133    -0.00533     0.01054
       35.22791      136.59344    -0.01940    -0.01772    -0.00168     0.01054
       36.37007      136.60533     0.00520    -0.00289     0.00809     0.01054
       35.63290      136.61139     0.01150     0.01021     0.00129     0.01054
       34.43144      136.62840    -0.03200    -0.02581    -0.00619     0.01054
       36.16529      136.63395    -0.01150    -0.01753     0.00603     0.01054
       34.91380      136.63650    -0.01020    -0.00635    -0.00385     0.01054
