#   rows: : 1899 (number of data samples); columns: 6 (number of data correction parameters)
   1.0000E+00    0.0000E+00   0.0000E+00    4.4250E+06     4.5830E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.4220E+06     4.5860E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.4220E+06     4.5860E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.4220E+06     4.5870E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.4220E+06     4.5870E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.4210E+06     4.5870E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.4210E+06     4.5870E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.4210E+06     4.5870E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.4210E+06     4.5880E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.4170E+06     4.5910E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.4140E+06     4.5940E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.4130E+06     4.5950E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.4120E+06     4.5960E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.4120E+06     4.5960E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.4110E+06     4.5970E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.4110E+06     4.5970E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.4100E+06     4.5980E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.4100E+06     4.5980E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.4100E+06     4.5980E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.4070E+06     4.6010E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.4040E+06     4.6030E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.4030E+06     4.6040E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.4020E+06     4.6060E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.3990E+06     4.6080E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.3990E+06     4.6090E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.3980E+06     4.6090E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.3980E+06     4.6090E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.3970E+06     4.6110E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.3940E+06     4.6130E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.3940E+06     4.6130E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.3940E+06     4.6130E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.3910E+06     4.6160E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.3880E+06     4.6190E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.3880E+06     4.6190E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.3860E+06     4.6210E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.3850E+06     4.6220E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.3850E+06     4.6220E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.3850E+06     4.6220E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.3820E+06     4.6240E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.3820E+06     4.6240E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.3820E+06     4.6250E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.3810E+06     4.6250E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.3810E+06     4.6250E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.3780E+06     4.6290E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.3770E+06     4.6290E+06   0.0000E+00
   1.0000E+00    0.0000E+00   0.0000E+00    4.3770E+06     4.6300E+06   0.0000E+00
