31.049 110.35 -0.00512 0.0014
29.302 106.85 -0.01579 0.0031
30.639 104.064 -0.15934 0.00253
30.995 103.661 -0.961 0.0024
30.368 107.403 -0.02288 0.00253
29.815 108.015 -0.01441 0.00257
31.105 109.119 -0.01552 0.00261
30.666 109.444 -0.01103 0.00253
31.341 110.748 -0.00391 0.0014
27.796 102.267 -0.00412 0.00311
30.106 106.367 -0.0241 0.00254
28.872 105.413 -0.01415 0.00051
29.182 106.254 -0.01051 0.00256
30.388 104.544 -0.07642 0.00252
27.882 102.112 0.00101 0.00323
31.078 108.166 -0.01788 0.00253
29.564 103.755 -0.01107 0.00076
30.77 107.862 -0.0205 0.00255
30.6 101.745 0.04251 0.00112
28.335 103.134 -0.00229 0.00132
30.599 101.744 0.03932 0.00081
31.44 104.726 -0.30195 0.00075
29.62 105.118 -0.02061 0.00076
30.91 103.756 -0.56424 0.00074
31.022 101.184 0.0435 0.00076
30.354 103.305 -0.01493 0.00092
29.533 105.35 -0.02162 0.00255
30.2 104.102 -0.05074 0.00071
29.457 104.433 -0.01324 0.00071
30.326 101.525 0.01895 0.00073
29.981 103.01 -0.00611 0.00257
30.752 108.46 -0.01442 0.00254
30.881 101.125 0.03372 0.00062
31.024 109.842 -0.01441 0.00252
27.809 102.348 0.00211 0.00124
34.178 108.985 -0.00306 0.00199
28.798 104.596 -0.00784 0.00253
31.006 104.545 -0.20185 0.00063
33.163 106.584 -0.0063 0.00202
33.339 105.814 0.00317 0.0021
33.081 107.075 -0.0054 0.00206
32.82 106.233 -0.05151 0.00222
34.103 102.726 0.04867 0.00219
32.494 102.359 0.12272 0.00253
32.814 103.652 0.09914 0.00207
32.359 104.692 0.68276 0.00199
32.451 105.832 -0.186 0.00232
32.03 105.466 -0.23589 0.00235
32.266 106.675 -0.04602 0.0017
31 102.372 0.16392 0.00239
31.474 103.586 0.95229 0.00175
30.063 103.09 -0.01366 0.00227
31.08 105.071 -0.10713 0.00226
31.342 106.081 -0.04573 0.00191
30.623 103.639 -0.11399 0.00227
30.51 105.553 -0.03999 0.00231
34.524 105.878 0.00459 0.00556
33.695 105.604 0.00376 0.00502
34.01 104.447 0.00897 0.00434
34.38 104.817 -0.01053 0.00423
34.783 104.404 -0.0074 0.00457
34.364 104.078 0.00222 0.00382
30.066 102.15 0.00706 0.00146
29.53 101.406 0.00224 0.00198
29.342 101.492 0.00656 0.00166
29.173 101.47 0.04159 0.00882
29.225 102.039 -0.01914 0.0017
29.29 102.871 0.00162 0.0017
30.824 103.742 -0.35364 0.00575
32.328 104.668 0.73554 0.00271
30.016 105.77 -0.03894 0.00538
33.459 104.953 0.03793 0.00544
32.505 102.352 0.07503 0.00639
31.426 103.034 0.68299 0.00572
30.017 103.04 -0.04628 0.00599
33.901 106.244 0.01245 0.00796
31.843 106.86 -0.0357 0.00668
33.529 107.981 -0.01744 0.00127
32.397 105.811 -0.163 0.029
33.658 109.105 -0.01195 0.00115
33.062 106.322 -0.02687 0.00235
32.825 105.78 -0.04004 0.00243
32.862 107.186 0.05329 0.00282
34.432 107.58 -0.0074 0.00193
35.173 106.011 0.00181 0.00118
35.079 105.794 -0.00608 0.00128
35.005 106.206 -0.00446 0.00118
34.894 106.821 0.00171 0.00115
34.872 105.654 -0.01104 0.00126
34.749 106.158 0.00224 0.00137
34.792 105.368 -0.00458 0.00498
34.515 106.4 -0.02133 0.01171
34.594 105.696 -0.00142 0.00125
34.251 105.811 -0.00045 0.00135
34.945 106.678 0.0024 0.00126
35.038 104.104 -0.00353 0.00118
35.045 104.541 -0.00569 0.0013
34.85 104.48 -0.00231 0.0012
34.713 104.94 -0.00913 0.0012
34.467 104.914 -0.00349 0.0012
33.367 100.507 0.0324 0.00173
34.424 103.965 0.03406 0.00895
34.172 102.365 0.01589 0.00192
32.414 105.625 -0.28389 0.00555
31.556 104.306 -1.01501 0.00402
30.177 105.792 -0.04697 0.00562
25.312 101.022 -0.01203 0.00156
27.591 101.313 0.02003 0.00608
33.914 106.508 0.00307 0.00122
33.891 105.814 -0.00279 0.00131
34.108 105.306 0.00037 0.00134
33.617 106.924 -0.00525 0.00083
33.697 105.594 0.00079 0.00082
33.78 105.285 0.00525 0.00119
33.339 106.154 -0.01659 0.00124
33.4 105.628 0.004 0.0041
32.962 106.023 -0.02242 0.00121
32.571 105.226 0.42121 0.0018
32.448 105.829 -0.20123 0.00127
32.018 105.457 -0.24369 0.00116
34.749 103.247 0.0117 0.00098
34.402 104.073 -0.00622 0.00118
34.588 102.502 0.01541 0.001
34.046 104.384 0.00338 0.00146
34.108 103.146 0.01073 0.00121
34 102.126 0.01846 0.00141
33.787 104.401 0.00892 0.00151
33.937 103.727 0.00373 0.00118
33.423 104.823 0.0207 0.00436
33 104.624 0.04852 0.00129
33.228 104.225 0.02856 0.00084
32.93 103.434 0.07232 0.00352
33.571 102.991 0.02132 0.0018
33.429 101.481 0.03671 0.00142
32.902 101.705 0.04729 0.00119
33.092 100.594 0.03271 0.00171
32.59 103.612 0.12883 0.0026
32.785 102.5 0.06942 0.00126
32.405 104.571 0.47119 0.0013
32.181 104.831 -1.5062 0.00117
32.361 103.731 0.212 0.00125
31.801 104.443 -2.37227 0.00075
31.705 103.899 0.68032 0.00159
32.075 103.165 0.22449 0.00116
31.861 100.727 0.03728 0.00146
31.77 101.614 0.08008 0.00122
32.318 101.07 0.05529 0.00179
32.274 100.333 0.02749 0.0014
31.486 104.781 -0.30538 0.00119
31.352 104.186 -0.97989 0.00075
31.474 103.611 0.97056 0.00208
31.85 102.67 0.24017 0.0012
31.466 102.095 0.15523 0.00115
31.157 104.44 -0.30546 0.00125
31.06 103.691 -1.27532 0.00078
31.008 103.145 0.62466 0.0013
30.991 102.774 0.31956 0.00071
30.949 101.866 0.07533 0.00121
30.955 101.162 0.03803 0.00121
31.296 100.749 0.03258 0.00183
31.646 100.296 0.04744 0.00111
31.32 100.24 0.02451 0.00176
30.731 104.077 -0.20094 0.00116
30.415 103.409 -0.01628 0.00159
30.252 102.84 -0.00022 0.00152
31.143 100.929 0.03784 0.00128
30.924 100.307 0.02703 0.00172
30.041 103.845 -0.03127 0.00138
29.975 103.002 -0.0027 0.00145
30.074 101.788 0.01119 0.00122
30.075 101.485 0.00518 0.00128
30.106 101.023 0.00764 0.00131
29.789 102.816 -0.00697 0.00086
29.848 102.289 0.00202 0.00122
29.846 101.558 0.00539 0.001
29.695 100.39 -0.00614 0.00432
29.601 103.467 -0.01049 0.00084
29.347 102.655 -0.0093 0.00113
29.688 102.08 -0.00027 0.00106
29.228 103.261 -0.00484 0.00106
29.262 102.438 3E-005 0.00098
28.963 101.517 -0.00462 0.00115
28.955 103.897 0.0074 0.00147
28.955 102.766 -0.00565 0.00113
28.605 103.978 -0.00756 0.0007
28.312 103.12 -0.00746 0.00124
28.672 102.532 0.0034 0.00062
28.3 102.437 -0.01794 0.00098
28.514 102.125 -0.01902 0.00107
28.25 103.639 0.00148 0.00297
27.998 102.832 -0.00185 0.00125
27.874 102.232 -0.00556 0.00154
27.655 101.238 -0.01653 0.00122
27.747 100.653 -0.00232 0.00125
27.769 103.892 -0.00981 0.00123
27.684 103.269 -0.01177 0.00161
27.693 102.789 -0.00852 0.00136
27.356 103.686 -0.00114 0.0012
27.37 102.548 -0.0033 0.00129
27.453 102.187 -0.0066 0.00129
27.539 101.709 -0.00833 0.00131
27.138 100.934 -0.00989 0.00158
26.931 102.906 0.00263 0.00132
26.619 102.61 -0.00711 0.00122
26.689 102.263 -0.00077 0.00124
26.825 102.1 -0.00832 0.00122
27.048 101.958 -0.00944 0.00109
26.689 101.854 -0.00503 0.00126
26.676 101.244 -0.00142 0.00126
26.503 101.748 -0.00687 0.00119
26.665 100.756 0.01285 0.0028
26.405 103.226 -0.00099 0.00125
26.105 103.165 0.00169 0.00152
26.002 102.531 -0.00459 0.00133
26.05 101.682 -0.00218 0.0012
26.212 100.596 -0.00392 0.00128
25.607 103.241 0.00299 0.00127
25.798 102.94 0.0006 0.00137
25.576 102.505 -0.01059 0.00123
25.642 101.901 -0.01121 0.00121
25.732 101.32 0.00243 0.00119
25.797 100.559 0.00036 0.00253
25.482 100.547 0.00138 0.0012
25.341 100.496 0.00058 0.00134
25.037 100.522 0.00608 0.00126
33.531 103.053 0.05246 0.00402
30.317 104.585 -0.05986 0.00156
30.317 104.585 -0.063 0.0032
29.66 104.068 -0.021 0.0027
25.09 103.679 -0.001 0.003
33.803 99.687 0.01925 0.00099
31.938 99.192 0.01755 0.00121
35.058 108.086 0.00392 0.00105
33.115 106.68 -0.00559 0.00114
30.804 106.034 -0.01054 0.00226
35.141 105.378 -0.00379 0.00111
33.276 103.889 0.02907 0.00124
31.705 102.306 0.18344 0.00116
30.494 101.496 0.01861 0.00112
28.842 103.526 -0.00327 0.00123
27.42 101.513 -0.01299 0.00159
32.417 102.381 0.12032 0.00566
31.57 101.403 0.07564 0.00202
31.448 103.169 0.737 0.0028
34.232 104.211 0.02684 0.00546
33.957 104.536 0.03492 0.0053
33.581 104.627 0.01633 0.00564
33.397 104.896 0.02744 0.00593
33.142 105.16 0.03888 0.00546
32.808 105.492 0.09409 0.0101
32.477 105.857 -0.13848 0.00479
31.143 102.438 0.227 0.0073
28.735 104.465 -0.00208 0.00376
28.726 104.166 -0.00526 0.00387
28.668 103.804 -0.02895 0.00487
28.666 103.711 -0.00573 0.00405
28.562 103.69 -0.01863 0.0037
28.46 103.535 -0.01841 0.00368
28.322 103.451 -0.01686 0.00351
28.355 103.333 -0.01933 0.00347
28.396 103.213 -0.01746 0.00341
28.074 102.97 -0.00422 0.00366
28.063 102.898 -0.00868 0.00348
28.008 102.853 -0.00847 0.00355
27.997 102.803 0.00618 0.00347
27.937 102.716 -0.00377 0.00343
27.915 102.645 -0.01338 0.0035
27.879 102.565 -0.00827 0.00359
27.877 102.379 0.02422 0.0037
27.886 102.293 0.02889 0.00417
27.781 102.316 -0.01452 0.00331
27.729 102.218 -0.0086 0.00332
27.719 102.158 -0.0043 0.00334
27.714 102.023 -0.00202 0.00377
27.717 101.942 -0.00534 0.00382
27.451 101.406 -0.04078 0.00389
27.743 101.217 -0.02268 0.00375
27.859 101.254 0.00181 0.00396
28.021 101.196 -0.01619 0.00419
29.729 100.508 0.00852 0.0041
29.043 100.413 -0.00548 0.00417
28.547 100.319 0.00298 0.00432
29.043 99.378 -0.00423 0.00386
28.713 99.286 -0.00662 0.00411
28.213 99.337 -0.00565 0.00391
28.422 102.736 -0.00314 0.0039
28.552 103.113 -0.00523 0.00366
33.196 101.47 0.06531 0.00693
33.946 102.85 0.07181 0.0055
33.53 102.779 0.07034 0.00371
33.436 102.613 0.06825 0.0035
33.266 102.533 0.07959 0.00398
33.119 102.622 0.09106 0.00345
33.776 102.963 0.04026 0.00417
33.671 103.347 0.01281 0.00281
33.562 103.672 0.01656 0.00476
33.534 103.972 0.02249 0.00283
32.142 100.437 0.07703 0.00389
32.969 103.002 0.06177 0.0045
32.924 102.629 0.07054 0.00358
32.699 102.358 0.11347 0.00706
32.174 102.5 0.1437 0.00356
32.953 103.346 0.10053 0.00395
33.025 103.709 0.05061 0.00428
32.785 103.906 0.09388 0.00265
32.042 103.677 0.31874 0.0083
32.507 104.177 0.21743 0.00333
32.469 104.405 0.30389 0.00422
32.449 104.908 0.49449 0.00423
32.056 104.751 -1.42765 0.00438
32.674 105.479 0.01536 0.00315
32.606 105.302 0.31923 0.00321
32.565 105.516 -0.35383 0.00449
32.395 105.706 -0.24018 0.00273
32.321 105.56 -0.35236 0.00385
32.045 105.442 -0.25929 0.00311
32.16 105.541 -0.27874 0.00332
32.13 105.803 -0.16351 0.00441
32.685 106.003 -0.09884 0.00375
32.538 106.857 -0.03204 0.00633
32.304 105.981 -0.12282 0.00408
32.222 106.235 -0.08258 0.00342
32.241 106.43 -0.05851 0.00527
32.357 106.842 -0.04931 0.00664
32.079 106.469 -0.06074 0.00455
32.662 107.075 -0.01325 0.00546
31.995 100.614 0.11106 0.00585
31.993 100.995 0.0764 0.00901
