       latitude      longitude observation     resiual  prediction  correction
       37.68591      139.47789     0.76780     0.01421     0.75359     0.00000
       34.07578      139.47881     0.01400    -0.01385     0.02785     0.00000
       35.71037      139.48826     0.15000    -0.02343     0.17343     0.00000
       36.62417      139.49059     0.44810     0.00440     0.44370     0.00000
       37.28149      139.50377     0.69370     0.02675     0.66695     0.00000
       34.12107      139.50385     0.01450    -0.01427     0.02877     0.00000
       36.87225      139.50531     0.56140     0.02643     0.53497     0.00000
       38.23069      139.50957     0.89510     0.06998     0.82512     0.00000
       42.15355      139.51960     0.09230    -0.01747     0.10977     0.00000
       35.41927      139.52192     0.06990    -0.05239     0.12229     0.00000
       37.47346      139.52863     0.76560     0.03385     0.73175     0.00000
       38.51120      139.53382     0.90320     0.08110     0.82210     0.00000
       36.29516      139.54230     0.33750    -0.00123     0.33873     0.00000
       34.05911      139.54715     0.03220     0.00589     0.02631     0.00000
       39.18556      139.54766     0.68180    -0.00108     0.68288     0.00000
       34.09376      139.56176     0.00030    -0.02674     0.02704     0.00000
       37.09725      139.58616     0.67920     0.03513     0.64407     0.00000
       35.16087      139.61384     0.05060    -0.03726     0.08786     0.00000
       36.66598      139.61925     0.48760    -0.00696     0.49456     0.00000
       35.66370      139.63065     0.08860    -0.07652     0.16512     0.00000
       36.08723      139.63672     0.26540    -0.01447     0.27987     0.00000
       35.75803      139.64454     0.15740    -0.02906     0.18646     0.00000
       35.93747      139.65186     0.24690     0.01259     0.23431     0.00000
       35.43648      139.65375     0.13370     0.01054     0.12316     0.00000
       35.26709      139.66484     0.08270    -0.01632     0.09902     0.00000
       35.56340      139.67335     0.13390    -0.01101     0.14491     0.00000
       38.70117      139.67453     0.91520     0.04434     0.87086     0.00000
       37.32621      139.68635     0.82010     0.04877     0.77133     0.00000
       36.40185      139.72642     0.40560    -0.00755     0.41315     0.00000
       38.14618      139.74225     1.05270     0.07821     0.97449     0.00000
       36.53763      139.75279     0.49800     0.01834     0.47966     0.00000
       39.96790      139.77615     0.48210    -0.00389     0.48599     0.00000
       37.64370      139.79151     0.95130     0.01698     0.93432     0.00000
       35.89597      139.79599     0.20630    -0.02181     0.22811     0.00000
       36.01090      139.79993     0.23560    -0.03124     0.26684     0.00000
       36.97958      139.80575     0.74540     0.04419     0.70121     0.00000
       38.89460      139.80885     0.94310     0.04600     0.89710     0.00000
       36.20367      139.81053     0.33280    -0.01062     0.34342     0.00000
       35.78021      139.81281     0.17900    -0.01546     0.19446     0.00000
