#   rows: : 1899 (number of data samples); columns: 3 (3 Euler rotation components)
  0.4425E+07  0.4583E+07  0.0000E+00
  0.4422E+07  0.4586E+07  0.0000E+00
  0.4422E+07  0.4586E+07  0.0000E+00
  0.4422E+07  0.4587E+07  0.0000E+00
  0.4422E+07  0.4587E+07  0.0000E+00
  0.4421E+07  0.4587E+07  0.0000E+00
  0.4421E+07  0.4587E+07  0.0000E+00
  0.4421E+07  0.4587E+07  0.0000E+00
  0.4421E+07  0.4588E+07  0.0000E+00
  0.4417E+07  0.4591E+07  0.0000E+00
  0.4414E+07  0.4594E+07  0.0000E+00
  0.4413E+07  0.4595E+07  0.0000E+00
  0.4412E+07  0.4596E+07  0.0000E+00
  0.4412E+07  0.4596E+07  0.0000E+00
  0.4411E+07  0.4597E+07  0.0000E+00
  0.4411E+07  0.4597E+07  0.0000E+00
  0.4410E+07  0.4598E+07  0.0000E+00
  0.4410E+07  0.4598E+07  0.0000E+00
  0.4410E+07  0.4598E+07  0.0000E+00
  0.4407E+07  0.4601E+07  0.0000E+00
  0.4404E+07  0.4603E+07  0.0000E+00
  0.4403E+07  0.4604E+07  0.0000E+00
  0.4402E+07  0.4606E+07  0.0000E+00
  0.4399E+07  0.4608E+07  0.0000E+00
  0.4399E+07  0.4609E+07  0.0000E+00
  0.4398E+07  0.4609E+07  0.0000E+00
  0.4398E+07  0.4609E+07  0.0000E+00
  0.4397E+07  0.4611E+07  0.0000E+00
  0.4394E+07  0.4613E+07  0.0000E+00
  0.4394E+07  0.4613E+07  0.0000E+00
  0.4394E+07  0.4613E+07  0.0000E+00
  0.4391E+07  0.4616E+07  0.0000E+00
  0.4388E+07  0.4619E+07  0.0000E+00
  0.4388E+07  0.4619E+07  0.0000E+00
  0.4386E+07  0.4621E+07  0.0000E+00
  0.4385E+07  0.4622E+07  0.0000E+00
  0.4385E+07  0.4622E+07  0.0000E+00
  0.4385E+07  0.4622E+07  0.0000E+00
  0.4382E+07  0.4624E+07  0.0000E+00
  0.4382E+07  0.4624E+07  0.0000E+00
  0.4382E+07  0.4625E+07  0.0000E+00
  0.4381E+07  0.4625E+07  0.0000E+00
  0.4381E+07  0.4625E+07  0.0000E+00
  0.4378E+07  0.4629E+07  0.0000E+00
  0.4377E+07  0.4629E+07  0.0000E+00
  0.4377E+07  0.4630E+07  0.0000E+00
  0.4375E+07  0.4631E+07  0.0000E+00
  0.4375E+07  0.4632E+07  0.0000E+00
  0.4374E+07  0.4632E+07  0.0000E+00
  0.4373E+07  0.4633E+07  0.0000E+00
  0.4373E+07  0.4633E+07  0.0000E+00
  0.4370E+07  0.4636E+07  0.0000E+00
  0.4370E+07  0.4636E+07  0.0000E+00
  0.4370E+07  0.4636E+07  0.0000E+00
  0.4368E+07  0.4638E+07  0.0000E+00
  0.4367E+07  0.4639E+07  0.0000E+00
  0.4367E+07  0.4639E+07  0.0000E+00
  0.4365E+07  0.4641E+07  0.0000E+00
  0.4363E+07  0.4642E+07  0.0000E+00
  0.4362E+07  0.4643E+07  0.0000E+00
  0.4362E+07  0.4643E+07  0.0000E+00
  0.4361E+07  0.4644E+07  0.0000E+00
  0.4361E+07  0.4645E+07  0.0000E+00
  0.4360E+07  0.4646E+07  0.0000E+00
  0.4359E+07  0.4646E+07  0.0000E+00
  0.4359E+07  0.4647E+07  0.0000E+00
  0.4357E+07  0.4648E+07  0.0000E+00
  0.4356E+07  0.4649E+07  0.0000E+00
  0.4356E+07  0.4649E+07  0.0000E+00
  0.4356E+07  0.4649E+07  0.0000E+00
  0.4354E+07  0.4651E+07  0.0000E+00
  0.4353E+07  0.4652E+07  0.0000E+00
  0.4353E+07  0.4652E+07  0.0000E+00
  0.4352E+07  0.4653E+07  0.0000E+00
  0.4352E+07  0.4653E+07  0.0000E+00
  0.4351E+07  0.4653E+07  0.0000E+00
  0.4351E+07  0.4654E+07  0.0000E+00
  0.4350E+07  0.4655E+07  0.0000E+00
  0.4349E+07  0.4656E+07  0.0000E+00
  0.4348E+07  0.4657E+07  0.0000E+00
  0.4347E+07  0.4658E+07  0.0000E+00
  0.4346E+07  0.4658E+07  0.0000E+00
  0.4345E+07  0.4659E+07  0.0000E+00
  0.4345E+07  0.4659E+07  0.0000E+00
  0.4343E+07  0.4661E+07  0.0000E+00
  0.4342E+07  0.4662E+07  0.0000E+00
  0.4342E+07  0.4662E+07  0.0000E+00
  0.4342E+07  0.4663E+07  0.0000E+00
  0.4340E+07  0.4664E+07  0.0000E+00
  0.4339E+07  0.4665E+07  0.0000E+00
  0.4339E+07  0.4665E+07  0.0000E+00
  0.4338E+07  0.4666E+07  0.0000E+00
  0.4336E+07  0.4668E+07  0.0000E+00
  0.4335E+07  0.4668E+07  0.0000E+00
  0.4335E+07  0.4669E+07  0.0000E+00
  0.4334E+07  0.4670E+07  0.0000E+00
  0.4333E+07  0.4671E+07  0.0000E+00
  0.4333E+07  0.4671E+07  0.0000E+00
  0.4332E+07  0.4671E+07  0.0000E+00
  0.4331E+07  0.4673E+07  0.0000E+00
  0.4329E+07  0.4674E+07  0.0000E+00
  0.4329E+07  0.4675E+07  0.0000E+00
  0.4326E+07  0.4678E+07  0.0000E+00
  0.4325E+07  0.4678E+07  0.0000E+00
  0.4324E+07  0.4679E+07  0.0000E+00
  0.4324E+07  0.4679E+07  0.0000E+00
  0.4323E+07  0.4680E+07  0.0000E+00
  0.4322E+07  0.4680E+07  0.0000E+00
  0.4321E+07  0.4682E+07  0.0000E+00
  0.4320E+07  0.4683E+07  0.0000E+00
  0.4319E+07  0.4683E+07  0.0000E+00
  0.4317E+07  0.4685E+07  0.0000E+00
  0.4317E+07  0.4686E+07  0.0000E+00
  0.4315E+07  0.4687E+07  0.0000E+00
  0.4315E+07  0.4687E+07  0.0000E+00
  0.4312E+07  0.4690E+07  0.0000E+00
  0.4310E+07  0.4691E+07  0.0000E+00
  0.4310E+07  0.4692E+07  0.0000E+00
  0.4310E+07  0.4692E+07  0.0000E+00
  0.4309E+07  0.4693E+07  0.0000E+00
  0.4309E+07  0.4693E+07  0.0000E+00
  0.4308E+07  0.4694E+07  0.0000E+00
  0.4307E+07  0.4695E+07  0.0000E+00
  0.4305E+07  0.4696E+07  0.0000E+00
  0.4303E+07  0.4698E+07  0.0000E+00
  0.4302E+07  0.4699E+07  0.0000E+00
  0.4301E+07  0.4700E+07  0.0000E+00
  0.4300E+07  0.4701E+07  0.0000E+00
  0.4300E+07  0.4701E+07  0.0000E+00
  0.4298E+07  0.4703E+07  0.0000E+00
  0.4298E+07  0.4703E+07  0.0000E+00
  0.4297E+07  0.4704E+07  0.0000E+00
  0.4296E+07  0.4705E+07  0.0000E+00
  0.4294E+07  0.4706E+07  0.0000E+00
  0.4293E+07  0.4707E+07  0.0000E+00
  0.4290E+07  0.4710E+07  0.0000E+00
  0.4290E+07  0.4710E+07  0.0000E+00
  0.4289E+07  0.4711E+07  0.0000E+00
  0.4289E+07  0.4711E+07  0.0000E+00
  0.4288E+07  0.4712E+07  0.0000E+00
  0.4288E+07  0.4712E+07  0.0000E+00
  0.4286E+07  0.4714E+07  0.0000E+00
  0.4281E+07  0.4719E+07  0.0000E+00
  0.4280E+07  0.4719E+07  0.0000E+00
  0.4278E+07  0.4721E+07  0.0000E+00
  0.4278E+07  0.4721E+07  0.0000E+00
  0.4278E+07  0.4721E+07  0.0000E+00
  0.4278E+07  0.4721E+07  0.0000E+00
  0.4275E+07  0.4723E+07  0.0000E+00
  0.4274E+07  0.4725E+07  0.0000E+00
  0.4274E+07  0.4725E+07  0.0000E+00
  0.4274E+07  0.4725E+07  0.0000E+00
  0.4273E+07  0.4725E+07  0.0000E+00
  0.4272E+07  0.4727E+07  0.0000E+00
  0.4271E+07  0.4727E+07  0.0000E+00
  0.4270E+07  0.4728E+07  0.0000E+00
  0.4269E+07  0.4729E+07  0.0000E+00
  0.4269E+07  0.4730E+07  0.0000E+00
  0.4268E+07  0.4730E+07  0.0000E+00
  0.4268E+07  0.4730E+07  0.0000E+00
  0.4267E+07  0.4731E+07  0.0000E+00
  0.4265E+07  0.4733E+07  0.0000E+00
  0.4264E+07  0.4733E+07  0.0000E+00
  0.4264E+07  0.4733E+07  0.0000E+00
  0.4264E+07  0.4733E+07  0.0000E+00
  0.4262E+07  0.4736E+07  0.0000E+00
  0.4260E+07  0.4737E+07  0.0000E+00
  0.4259E+07  0.4738E+07  0.0000E+00
  0.4259E+07  0.4739E+07  0.0000E+00
  0.4257E+07  0.4740E+07  0.0000E+00
  0.4256E+07  0.4741E+07  0.0000E+00
  0.4255E+07  0.4742E+07  0.0000E+00
  0.4255E+07  0.4742E+07  0.0000E+00
  0.4255E+07  0.4742E+07  0.0000E+00
  0.4255E+07  0.4742E+07  0.0000E+00
