       latitude      longitude observation     resiual  prediction  correction
       34.29293      136.00264     0.00460    -0.01066     0.01526     0.01724
       35.08572      136.04120     0.01580    -0.00236     0.01816     0.01724
       34.71065      136.04189     0.01950     0.00240     0.01710     0.01724
       36.10973      136.04895     0.02040     0.00438     0.01602     0.01724
       34.56703      136.05039     0.01800     0.00143     0.01657     0.01724
       35.46629      136.05367     0.03150     0.01303     0.01847     0.01724
       34.86933      136.05483     0.01730    -0.00038     0.01768     0.01724
       35.83684      136.05598     0.00320    -0.01441     0.01761     0.01724
       35.31897      136.06283     0.00070    -0.01784     0.01854     0.01724
       35.60256      136.10581     0.02140     0.00281     0.01859     0.01724
       34.98638      136.14504     0.02900     0.01063     0.01837     0.01724
       35.09473      136.15823     0.01630    -0.00239     0.01869     0.01724
       36.23117      136.17297     0.01970     0.00392     0.01578     0.01724
       34.49387      136.17315     0.01320    -0.00337     0.01657     0.01724
       34.74287      136.18345     0.02880     0.01111     0.01769     0.01724
       35.96889      136.18499     0.01350    -0.00425     0.01775     0.01724
       35.79278      136.19739     0.02240     0.00377     0.01863     0.01724
       35.55733      136.19795     0.02920     0.01001     0.01919     0.01724
       34.06066      136.19836     0.02990     0.01550     0.01440     0.01724
       35.26944      136.23561     0.01750    -0.00187     0.01937     0.01724
       35.42036      136.26475     0.01060    -0.00904     0.01964     0.01724
       36.14562      136.27894     0.02400     0.00684     0.01716     0.01724
       34.93073      136.29557     0.01100    -0.00781     0.01881     0.01724
       34.64875      136.32976     0.02000     0.00225     0.01775     0.01724
       34.43314      136.33426     0.02410     0.00744     0.01666     0.01724
       35.88822      136.33958     0.02730     0.00814     0.01916     0.01724
       34.20816      136.34293    -0.00870    -0.02412     0.01542     0.01724
       36.22956      136.36165     0.02780     0.01080     0.01700     0.01724
       34.29793      136.38849    -0.00090    -0.01691     0.01601     0.01724
       36.39446      136.38894     0.00530    -0.01017     0.01547     0.01724
       34.85490      136.39326     0.01210    -0.00680     0.01890     0.01724
       34.60333      136.43194     0.00500    -0.01282     0.01782     0.01724
       35.35973      136.47031     0.01950    -0.00127     0.02077     0.01724
       34.42033      136.47446     0.02070     0.00381     0.01689     0.01724
       35.63615      136.48877     0.04270     0.02181     0.02089     0.01724
       34.75900      136.50229     0.00640    -0.01245     0.01885     0.01724
       35.10476      136.50376     0.04840     0.02806     0.02034     0.01724
       35.98491      136.50492     0.04050     0.02068     0.01982     0.01724
