34.292927	136.002645	0.0354	0.02
35.085723	136.041199	0.0544	0.02
34.710645	136.041895	0.0359	0.02
36.109733	136.048948	0.1003	0.02
34.567032	136.050386	0.0380	0.02
35.466286	136.053666	0.0604	0.02
34.869327	136.054828	0.0374	0.02
35.836841	136.055983	0.0778	0.02
35.318975	136.062827	0.0671	0.02
35.602561	136.105808	0.0650	0.02
34.986384	136.145038	0.0487	0.02
35.094727	136.158232	0.0601	0.02
36.231172	136.172974	0.1041	0.02
34.493872	136.173149	0.0248	0.02
34.742875	136.183451	0.0314	0.02
35.968887	136.184992	0.0830	0.02
35.792782	136.197394	0.0744	0.02
35.557331	136.197946	0.0682	0.02
34.060657	136.198364	0.0431	0.02
35.269441	136.235613	0.0651	0.02
35.420357	136.264746	0.0799	0.02
36.145619	136.278945	0.1171	0.02
34.930734	136.295571	0.0554	0.02
34.648749	136.329759	0.0388	0.02
34.433140	136.334258	0.0337	0.02
35.888217	136.339579	0.0807	0.02
34.208157	136.342932	0.0426	0.02
36.229563	136.361645	0.1080	0.02
34.297927	136.388492	0.0294	0.02
36.394456	136.388942	0.1125	0.02
34.854901	136.393260	0.0630	0.02
34.603334	136.431937	0.0465	0.02
35.359731	136.470305	0.0907	0.02
34.420326	136.474457	0.0370	0.02
35.636153	136.488768	0.0738	0.02
34.758998	136.502291	0.0645	0.02
35.104762	136.503757	0.0568	0.02
35.984908	136.504924	0.0955	0.02
34.285071	136.540477	0.0360	0.02
36.537266	136.540675	0.1119	0.02
35.480059	136.545291	0.0830	0.02
35.371709	136.549743	0.0723	0.02
34.547047	136.550657	0.0485	0.02
35.227906	136.593445	0.0622	0.02
36.370069	136.605333	0.1277	0.02
35.632897	136.611394	0.0829	0.02
34.431442	136.628399	0.0438	0.02
36.165289	136.633947	0.1196	0.02
34.913802	136.636501	0.0459	0.02
36.663412	136.649940	0.1419	0.02
35.901414	136.657740	0.0877	0.02
35.488324	136.687282	0.0850	0.02
34.296610	136.693187	0.0288	0.02
35.050911	136.694251	0.0469	0.02
37.156744	136.718760	0.1677	0.02
34.490001	136.728227	0.0444	0.02
35.405134	136.728752	0.0825	0.02
36.817478	136.755651	0.1561	0.02
37.000719	136.772705	0.1578	0.02
35.723488	136.784620	0.0960	0.02
35.300837	136.788824	0.0761	0.02
34.373579	136.801997	0.0404	0.02
36.592090	136.806403	0.1477	0.02
34.253439	136.820614	0.0332	0.02
35.190106	136.828832	0.0673	0.02
34.904385	136.831877	0.0466	0.02
34.465387	136.851128	0.0274	0.02
34.984394	136.862749	0.0503	0.02
35.866941	136.863181	0.0883	0.02
34.823355	136.867642	0.0304	0.02
37.382375	136.889166	0.1940	0.02
35.526072	136.900024	0.0767	0.02
36.261468	136.904270	0.1266	0.02
37.226436	136.908772	0.1880	0.02
37.850496	136.919268	0.2154	0.02
36.401879	136.920558	0.1350	0.02
35.334760	136.929979	0.0803	0.02
34.740051	136.938480	0.0488	0.02
36.033048	136.952763	0.1196	0.02
35.168421	136.965801	0.0843	0.02
35.757783	136.975302	0.0914	0.02
34.543914	136.981749	0.0317	0.02
37.123156	136.996068	0.1804	0.02
36.740621	136.996126	0.1567	0.02
36.919508	137.026432	0.1763	0.02
36.649562	137.031898	0.1697	0.02
37.432258	137.033941	0.2138	0.02
35.128109	137.041285	0.0651	0.02
34.994992	137.059779	0.0683	0.02
34.609238	137.068066	0.0379	0.02
35.239086	137.073565	0.0617	0.02
36.140263	137.080528	0.1145	0.02
35.367372	137.110232	0.0753	0.02
34.794871	137.118998	0.0491	0.02
35.478700	137.124687	0.0807	0.02
37.306970	137.138544	0.1926	0.02
36.335510	137.147172	0.1505	0.02
34.917341	137.152388	0.0611	0.02
36.757950	137.154474	0.1697	0.02
35.612086	137.174145	0.0933	0.02
36.634336	137.195197	0.1598	0.02
35.911634	137.200668	0.1202	0.02
36.472800	137.239224	0.1622	0.02
35.800483	137.248373	0.0954	0.02
35.300551	137.252317	0.0701	0.02
35.138752	137.253563	0.0634	0.02
37.446027	137.270049	0.2173	0.02
34.648661	137.277838	0.0449	0.02
34.919746	137.299939	0.0551	0.02
35.523129	137.309093	0.0892	0.02
35.039465	137.313164	0.0524	0.02
34.785915	137.338769	0.0541	0.02
