       latitude      longitude observation     resiual  prediction  correction
       34.29293      136.00264    -0.00630     0.00043    -0.00673     0.00000
       35.08572      136.04120     0.02390     0.02585    -0.00195     0.00000
       34.71065      136.04189    -0.00210     0.00247    -0.00457     0.00000
       36.10973      136.04895     0.01130     0.00381     0.00749     0.00000
       34.56703      136.05039     0.00510     0.01059    -0.00549     0.00000
       35.46629      136.05367    -0.03930    -0.04045     0.00115     0.00000
       34.86933      136.05483    -0.00940    -0.00581    -0.00359     0.00000
       35.83684      136.05598     0.01130     0.00665     0.00465     0.00000
       35.31897      136.06283     0.01430     0.01447    -0.00017     0.00000
       35.60256      136.10581    -0.01800    -0.02021     0.00221     0.00000
       34.98638      136.14504     0.00710     0.01029    -0.00319     0.00000
       35.09473      136.15823    -0.01630    -0.01387    -0.00243     0.00000
       36.23117      136.17297    -0.02600    -0.03460     0.00860     0.00000
       34.49387      136.17315    -0.00130     0.00526    -0.00656     0.00000
       34.74287      136.18345     0.03180     0.03689    -0.00509     0.00000
       35.96889      136.18499    -0.01630    -0.02197     0.00567     0.00000
       35.79278      136.19739    -0.02670    -0.03047     0.00377     0.00000
       35.55733      136.19795    -0.02300    -0.02442     0.00142     0.00000
       34.06066      136.19836     0.02150     0.03034    -0.00884     0.00000
       35.26944      136.23561     0.01320     0.01456    -0.00136     0.00000
       35.42036      136.26475    -0.00420    -0.00405    -0.00015     0.00000
       36.14562      136.27894    -0.01430    -0.02170     0.00740     0.00000
       34.93073      136.29557    -0.01440    -0.01002    -0.00438     0.00000
       34.64875      136.32976    -0.01290    -0.00639    -0.00651     0.00000
       34.43314      136.33426    -0.01900    -0.01119    -0.00781     0.00000
       35.88822      136.33958     0.00560     0.00129     0.00431     0.00000
       34.20816      136.34293     0.02280     0.03181    -0.00901     0.00000
       36.22956      136.36165    -0.02530    -0.03351     0.00821     0.00000
       34.29793      136.38849    -0.02030    -0.01145    -0.00885     0.00000
       36.39446      136.38894    -0.01540    -0.02560     0.01020     0.00000
       34.85490      136.39326    -0.01040    -0.00491    -0.00549     0.00000
       34.60333      136.43194     0.01330     0.02071    -0.00741     0.00000
       35.35973      136.47031    -0.02950    -0.02777    -0.00173     0.00000
       34.42033      136.47446    -0.00340     0.00534    -0.00874     0.00000
       35.63615      136.48877     0.05130     0.05034     0.00096     0.00000
       34.75900      136.50229    -0.03040    -0.02357    -0.00683     0.00000
       35.10476      136.50376    -0.00800    -0.00381    -0.00419     0.00000
       35.98491      136.50492     0.02310     0.01825     0.00485     0.00000
       34.28507      136.54048     0.03430     0.04417    -0.00987     0.00000
       36.53727      136.54067     0.01590     0.00404     0.01186     0.00000
       35.48006      136.54529     0.02050     0.02145    -0.00095     0.00000
       35.37171      136.54974     0.00080     0.00285    -0.00205     0.00000
       34.54705      136.55066     0.01600     0.02450    -0.00850     0.00000
