       latitude      longitude observation     resiual  prediction  correction
       34.29293      136.00264    -0.00630     0.00062    -0.00692     0.00000
       35.08572      136.04120     0.02390     0.02626    -0.00236     0.00000
       34.71065      136.04189    -0.00210     0.00277    -0.00487     0.00000
       36.10973      136.04895     0.01130     0.00456     0.00674     0.00000
       34.56703      136.05039     0.00510     0.01085    -0.00575     0.00000
       35.46629      136.05367    -0.03930    -0.03991     0.00061     0.00000
       34.86933      136.05483    -0.00940    -0.00547    -0.00393     0.00000
       35.83684      136.05598     0.01130     0.00731     0.00399     0.00000
       35.31897      136.06283     0.01430     0.01496    -0.00066     0.00000
       35.60256      136.10581    -0.01800    -0.01962     0.00162     0.00000
       34.98638      136.14504     0.00710     0.01067    -0.00357     0.00000
       35.09473      136.15823    -0.01630    -0.01346    -0.00284     0.00000
       36.23117      136.17297    -0.02600    -0.03379     0.00779     0.00000
       34.49387      136.17315    -0.00130     0.00549    -0.00679     0.00000
       34.74287      136.18345     0.03180     0.03720    -0.00540     0.00000
       35.96889      136.18499    -0.01630    -0.02125     0.00495     0.00000
       35.79278      136.19739    -0.02670    -0.02981     0.00311     0.00000
       35.55733      136.19795    -0.02300    -0.02385     0.00085     0.00000
       34.06066      136.19836     0.02150     0.03046    -0.00896     0.00000
       35.26944      136.23561     0.01320     0.01504    -0.00184     0.00000
       35.42036      136.26475    -0.00420    -0.00352    -0.00068     0.00000
       36.14562      136.27894    -0.01430    -0.02091     0.00661     0.00000
       34.93073      136.29557    -0.01440    -0.00965    -0.00475     0.00000
       34.64875      136.32976    -0.01290    -0.00611    -0.00679     0.00000
       34.43314      136.33426    -0.01900    -0.01098    -0.00802     0.00000
       35.88822      136.33958     0.00560     0.00200     0.00360     0.00000
       34.20816      136.34293     0.02280     0.03196    -0.00916     0.00000
       36.22956      136.36165    -0.02530    -0.03268     0.00738     0.00000
       34.29793      136.38849    -0.02030    -0.01128    -0.00902     0.00000
       36.39446      136.38894    -0.01540    -0.02470     0.00930     0.00000
       34.85490      136.39326    -0.01040    -0.00457    -0.00583     0.00000
       34.60333      136.43194     0.01330     0.02096    -0.00766     0.00000
       35.35973      136.47031    -0.02950    -0.02725    -0.00225     0.00000
       34.42033      136.47446    -0.00340     0.00554    -0.00894     0.00000
       35.63615      136.48877     0.05130     0.05097     0.00033     0.00000
       34.75900      136.50229    -0.03040    -0.02327    -0.00713     0.00000
       35.10476      136.50376    -0.00800    -0.00338    -0.00462     0.00000
       35.98491      136.50492     0.02310     0.01902     0.00408     0.00000
       34.28507      136.54048     0.03430     0.04432    -0.01002     0.00000
       36.53727      136.54067     0.01590     0.00503     0.01087     0.00000
       35.48006      136.54529     0.02050     0.02202    -0.00152     0.00000
       35.37171      136.54974     0.00080     0.00338    -0.00258     0.00000
       34.54705      136.55066     0.01600     0.02473    -0.00873     0.00000
       35.22791      136.59344    -0.01940    -0.01527    -0.00413     0.00000
       36.37007      136.60533     0.00520    -0.00334     0.00854     0.00000
       35.63290      136.61139     0.01150     0.01182    -0.00032     0.00000
       34.43144      136.62840    -0.03200    -0.02212    -0.00988     0.00000
       36.16529      136.63395    -0.01150    -0.01730     0.00580     0.00000
       34.91380      136.63650    -0.01020    -0.00328    -0.00692     0.00000
       36.66341      136.64994    -0.00680    -0.01924     0.01244     0.00000
       35.90141      136.65774    -0.01980    -0.02226     0.00246     0.00000
       35.48832      136.68728     0.01320     0.01544    -0.00224     0.00000
       34.29661      136.69319     0.02450     0.03548    -0.01098     0.00000
       35.05091      136.69425     0.00060     0.00685    -0.00625     0.00000
       37.15674      136.71876    -0.01490    -0.03434     0.01944     0.00000
       34.49000      136.72823    -0.00830     0.00195    -0.01025     0.00000
       35.40513      136.72875     0.00540     0.00872    -0.00332     0.00000
       36.81748      136.75565    -0.00630    -0.02086     0.01456     0.00000
       37.00072      136.77271     0.01330    -0.00395     0.01725     0.00000
       35.72349      136.78462    -0.00860    -0.00833    -0.00027     0.00000
       35.30084      136.78882    -0.00200     0.00271    -0.00471     0.00000
       34.37358      136.80200     0.03530     0.04668    -0.01138     0.00000
       36.59209      136.80640    -0.00260    -0.01379     0.01119     0.00000
       34.25344      136.82061    -0.00550     0.00658    -0.01208     0.00000
       35.19011      136.82883     0.00240     0.00840    -0.00600     0.00000
       34.90438      136.83188    -0.00580     0.00255    -0.00835     0.00000
       34.46539      136.85113    -0.01660    -0.00533    -0.01127     0.00000
       34.98439      136.86275    -0.00230     0.00567    -0.00797     0.00000
       35.86694      136.86318    -0.03590    -0.03690     0.00100     0.00000
       34.82336      136.86764     0.01240     0.02160    -0.00920     0.00000
       37.38238      136.88917    -0.01060    -0.03371     0.02311     0.00000
       35.52607      136.90002     0.00630     0.00949    -0.00319     0.00000
       36.26147      136.90427     0.01680     0.01071     0.00609     0.00000
       37.22644      136.90877     0.01440    -0.00641     0.02081     0.00000
       37.85050      136.91927     0.01930    -0.01038     0.02968     0.00000
       36.40188      136.92056     0.01670     0.00862     0.00808     0.00000
       35.33476      136.92998    -0.02220    -0.01682    -0.00538     0.00000
       34.74005      136.93848     0.01190     0.02221    -0.01031     0.00000
       36.03305      136.95276     0.00560     0.00292     0.00268     0.00000
       35.16842      136.96580    -0.01600    -0.00879    -0.00721     0.00000
       35.75778      136.97530    -0.00040     0.00062    -0.00102     0.00000
       34.54391      136.98175     0.04120     0.05305    -0.01185     0.00000
       37.12316      136.99607     0.00770    -0.01163     0.01933     0.00000
       36.74062      136.99613    -0.01160    -0.02474     0.01314     0.00000
       36.91951      137.02643    -0.02380    -0.03982     0.01602     0.00000
       36.64956      137.03190    -0.01210    -0.02370     0.01160     0.00000
       37.43226      137.03394     0.01280    -0.01151     0.02431     0.00000
       35.12811      137.04128    -0.01910    -0.01094    -0.00816     0.00000
       34.99499      137.05978    -0.00450     0.00493    -0.00943     0.00000
       34.60924      137.06807     0.00020     0.01238    -0.01218     0.00000
