       latitude      longitude observation     resiual  prediction  correction
       34.29293      136.00264     0.03540    -0.02548     0.06088     0.00000
       35.08572      136.04120     0.05440    -0.03250     0.08690     0.00000
       34.71065      136.04189     0.03590    -0.03784     0.07374     0.00000
       36.10973      136.04895     0.10030    -0.02977     0.13007     0.00000
       34.56703      136.05039     0.03800    -0.03119     0.06919     0.00000
       35.46629      136.05367     0.06040    -0.04164     0.10204     0.00000
       34.86933      136.05483     0.03740    -0.04183     0.07923     0.00000
       35.83684      136.05598     0.07780    -0.04019     0.11799     0.00000
       35.31897      136.06283     0.06710    -0.02908     0.09618     0.00000
       35.60256      136.10581     0.06500    -0.04375     0.10875     0.00000
       34.98638      136.14504     0.04870    -0.03560     0.08430     0.00000
       35.09473      136.15823     0.06010    -0.02847     0.08857     0.00000
       36.23117      136.17297     0.10410    -0.03540     0.13950     0.00000
       34.49387      136.17315     0.02480    -0.04274     0.06754     0.00000
       34.74287      136.18345     0.03140    -0.04444     0.07584     0.00000
       35.96889      136.18499     0.08300    -0.04426     0.12726     0.00000
       35.79278      136.19739     0.07440    -0.04485     0.11925     0.00000
       35.55733      136.19795     0.06820    -0.04030     0.10850     0.00000
       34.06066      136.19836     0.04310    -0.01201     0.05511     0.00000
       35.26944      136.23561     0.06510    -0.03151     0.09661     0.00000
       35.42036      136.26475     0.07990    -0.02368     0.10358     0.00000
       36.14562      136.27894     0.11710    -0.02153     0.13863     0.00000
       34.93073      136.29557     0.05540    -0.02824     0.08364     0.00000
       34.64875      136.32976     0.03880    -0.03473     0.07353     0.00000
       34.43314      136.33426     0.03370    -0.03262     0.06632     0.00000
       35.88822      136.33958     0.08070    -0.04666     0.12736     0.00000
       34.20816      136.34293     0.04260    -0.01687     0.05947     0.00000
       36.22956      136.36165     0.10800    -0.03766     0.14566     0.00000
       34.29793      136.38849     0.02940    -0.03287     0.06227     0.00000
       36.39446      136.38894     0.11250    -0.04291     0.15541     0.00000
       34.85490      136.39326     0.06300    -0.01856     0.08156     0.00000
       34.60333      136.43194     0.04650    -0.02601     0.07251     0.00000
       35.35973      136.47031     0.09070    -0.01342     0.10412     0.00000
       34.42033      136.47446     0.03700    -0.02943     0.06643     0.00000
       35.63615      136.48877     0.07380    -0.04426     0.11806     0.00000
       34.75900      136.50229     0.06450    -0.01418     0.07868     0.00000
       35.10476      136.50376     0.05680    -0.03615     0.09295     0.00000
       35.98491      136.50492     0.09550    -0.04152     0.13702     0.00000
       34.28507      136.54048     0.03600    -0.02625     0.06225     0.00000
       36.53727      136.54067     0.11190    -0.05773     0.16963     0.00000
       35.48006      136.54529     0.08300    -0.02825     0.11125     0.00000
       35.37171      136.54974     0.07230    -0.03366     0.10596     0.00000
       34.54705      136.55066     0.04850    -0.02259     0.07109     0.00000
       35.22791      136.59344     0.06220    -0.03749     0.09969     0.00000
       36.37007      136.60533     0.12770    -0.03493     0.16263     0.00000
       35.63290      136.61139     0.08290    -0.03761     0.12051     0.00000
