     lat_deg     lon_deg    depth_km  x_local_km  y_local_km   length_km    width_km  slp_strk_m  slp_ddip_m    slp_am_m  strike_deg     dip_deg    rake_deg sig_stk_MPa sig_ddi_MPa sig_nrm_MPa sig_cmb_MPa
     40.7580    144.5253      0.8960      3.7352      3.7037      7.4705      7.4074      0.0000      0.0000      0.0000    193.0347     14.0000      0.0000     -0.0035      0.0189     -0.0047      0.0173
     40.7731    144.4423      2.6880      3.7352     11.1111      7.4705      7.4074      0.0000      0.0000      0.0000    193.0347     14.0000      0.0000     -0.0033      0.0190     -0.0047      0.0172
     40.7881    144.3593      4.4800      3.7352     18.5185      7.4705      7.4074      0.0000      0.0000      0.0000    193.0347     14.0000      0.0000     -0.0032      0.0189     -0.0047      0.0172
     40.8031    144.2763      6.2720      3.7352     25.9259      7.4705      7.4074      0.0000      0.0000      0.0000    193.0347     14.0000      0.0000     -0.0033      0.0187     -0.0045      0.0170
     40.8180    144.1932      8.0641      3.7352     33.3333      7.4705      7.4074      0.0000      0.0000      0.0000    193.0347     14.0000      0.0000     -0.0035      0.0184     -0.0044      0.0169
     40.8328    144.1101      9.8561      3.7352     40.7407      7.4705      7.4074      0.0000      0.0000      0.0000    193.0347     14.0000      0.0000     -0.0039      0.0180     -0.0041      0.0168
     40.8476    144.0270     11.6481      3.7352     48.1481      7.4705      7.4074      0.0000      0.0000      0.0000    193.0347     14.0000      0.0000     -0.0045      0.0177     -0.0039      0.0167
     40.8623    143.9438     13.4401      3.7352     55.5556      7.4705      7.4074      0.0000      0.0000      0.0000    193.0347     14.0000      0.0000     -0.0053      0.0173     -0.0035      0.0166
     40.8770    143.8606     15.2321      3.7352     62.9630      7.4705      7.4074      0.0000      0.0000      0.0000    193.0347     14.0000      0.0000     -0.0062      0.0169     -0.0032      0.0167
     40.8916    143.7774     17.0241      3.7352     70.3704      7.4705      7.4074      0.0000      0.0000      0.0000    193.0347     14.0000      0.0000     -0.0073      0.0165     -0.0028      0.0168
     40.9061    143.6941     18.8161      3.7352     77.7778      7.4705      7.4074      0.0000      0.0000      0.0000    193.0347     14.0000      0.0000     -0.0085      0.0162     -0.0023      0.0170
     40.9206    143.6107     20.6082      3.7352     85.1852      7.4705      7.4074      0.0000      0.0000      0.0000    193.0347     14.0000      0.0000     -0.0097      0.0160     -0.0019      0.0172
     40.9350    143.5274     22.4002      3.7352     92.5926      7.4705      7.4074      0.0000      0.0000      0.0000    193.0347     14.0000      0.0000     -0.0111      0.0158     -0.0014      0.0176
     40.9494    143.4440     24.1922      3.7352    100.0000      7.4705      7.4074      0.0000      0.0000      0.0000    193.0347     14.0000      0.0000     -0.0125      0.0157     -0.0010      0.0181
     40.9637    143.3606     25.9842      3.7352    107.4074      7.4705      7.4074      0.0000      0.0000      0.0000    193.0347     14.0000      0.0000     -0.0139      0.0156     -0.0005      0.0186
     40.9780    143.2771     27.7762      3.7352    114.8148      7.4705      7.4074      0.0000      0.0000      0.0000    193.0347     14.0000      0.0000     -0.0154      0.0157     -0.0000      0.0192
     40.9922    143.1936     29.5682      3.7352    122.2222      7.4705      7.4074      0.0000      0.0000      0.0000    193.0347     14.0000      0.0000     -0.0167      0.0158      0.0004      0.0199
     41.0064    143.1101     31.3602      3.7352    129.6296      7.4705      7.4074      0.0000      0.0000      0.0000    193.0347     14.0000      0.0000     -0.0181      0.0160      0.0008      0.0206
     41.0204    143.0265     33.1523      3.7352    137.0370      7.4705      7.4074      0.0000      0.0000      0.0000    193.0347     14.0000      0.0000     -0.0193      0.0162      0.0012      0.0213
